days,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Caribbean Netherlands,Bosnia,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cabo Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,DRC,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Swaziland,Ethiopia,Faroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Channel Islands,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libyan Arab Jamahiriya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Macedonia,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,S. Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,UAE,UK,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
3/8/23,16375016,3067873,15267442,156991,24633308,24620,136512,115072424,2153341,174440,63681652,20445254,13857111,366184,3476633,355329964,381709,19287182,29627149,502349,4232541,132042,2011426,14690530,35845,1924950,3171667,485279135,41453,1291787,4609187,6291369,35424,46387491,4277488,96956502,859940,151402,2541297,6396532,62688847,3491077000,90323548,835021,833210,40854,12897912,25263932,5360626,43699165,256029,1798610,18619469,13666760,15060985,387969,67647,16246430,39534027,106803140,11289175,488738,2110156,835177,53725545,103894,4407,1553220,13203328,154355508,502802,572672,1444492,2930677,192143479,22468507,132810,22112569,79738,90640,20258654,178525,10797239,593612,960133,573243,17204059,20714308,16701238,805469,2206404680,444303130,155110433,19557364,11113056,189994,18644905,143815279,1518915,382718095,266953,10057975,20918681,23499917,219980,8258970,3432777,11111066,2895716,5814699,1331653,4460668,3739158,74308,4544809,1374322,1798779,2705869,7232399,72589240,951610,5094101,1380507,4069412,2614374,223158993,2282956,65140,5492919,679171,4619,55383933,29502836,64549994,982493,32157,61104244,36104942,479975,11989436,16451861,7326393,115487712,4923,1862732,12145560,7086050,334127750,3748571,8786411,725575,9609552,88208239,170700338,117,57921737,28150404,7607758,16827486,185860827,26106436,7892,64297,122977,73426,453614,69338,252980,67881179,2929723,8534688,222919,7087087,14727569,66624,5754313,2996643,625956,9159368,38619731,129647782,3200640,105615818,40116590,18633822,505699,25720195,16932080,5036925,67287907,18871161,38970492,142635014,2013355,3399456,5374,202843,1580898,13244662,152543341,13040514,73907,26783,26366668,31668577,24922054,151248820,673507961,8837337,75549944,366638,37860994,265935274,18058,1257340,12781783,12222754
3/9/23,16472846,3068167,15267442,156993,24647026,24621,136512,115084991,2153341,174445,63681652,20445887,13857111,366193,3476633,355332194,381710,19287182,29627509,502352,4232541,132042,2011426,14690530,35845,1924950,3171667,485304075,41453,1291840,4609305,6320584,35458,46414079,4277814,96956502,859940,151414,2545494,6397372,62688847,3491077000,90325327,835021,833210,40854,12900089,25263932,5360654,43703227,256029,1798610,18619723,13715752,15061025,388102,67647,16247362,39535460,106929993,11289175,488738,2110217,835535,53730169,103894,4407,1553294,13203666,154358595,502809,572672,1444492,2930677,192148319,22468507,132810,22113115,79738,90641,20261117,178525,10798378,593678,960133,574535,17207486,20715854,16701238,805469,2206407392,444303130,155112818,19557364,11113147,189994,18645158,143816850,1518792,382744600,266953,10057975,20918681,23509229,219980,8258992,3433416,11111066,2895716,5814699,1332323,4460668,3739158,74311,4544841,1374342,1798846,2708186,7241898,72590168,951613,5115667,1380526,4069412,2614388,223158993,2283091,65140,5492919,679171,4619,55384042,29502836,64549994,982615,32157,61109914,36104942,479990,11989963,16515017,7328711,115597747,4923,1862732,12145560,7086050,334190058,3748571,8787206,725982,9610735,88234356,170690206,117,57923036,28151287,7607806,16827486,185902036,26106436,7892,64297,122977,73428,453616,69338,253332,67899185,2929771,8534688,223001,7113726,14727569,66633,5754313,2996643,625956,9165449,38621913,129647782,3202743,105621838,40116590,18720052,505699,25726286,16932301,5038223,67316451,18871161,39009741,142635014,2013405,3399476,5374,202852,1580898,13244706,152543341,13040514,73907,26783,26368586,31668577,24922054,151248820,673573609,8837654,75562151,366638,37860994,265939324,18058,1257431,12783559,12222754
3/10/23,16551503,3068461,15267442,156995,24660925,24604,136512,115099437,2153341,174458,63681652,20445197,13857111,366202,3476633,355163479,381662,19287182,29627790,502306,4232541,132042,2011426,14690530,35845,1924950,3171667,485508128,41453,1291259,4609439,6349799,35492,46443040,4278140,96956502,859940,151382,2550740,6397962,62688847,3491077000,90285644,835021,833210,40854,12884913,25263932,5360681,43714137,256029,1798610,18620131,13764557,15060939,388234,67647,16248332,39528510,107056846,11289175,488738,2110292,835972,53734793,103894,4407,1553389,13203988,154362908,502816,572672,1444492,2930677,192151634,22468507,132810,22113526,79738,90642,20257676,178525,10799517,593760,960133,575827,17210913,20717678,16701238,805469,2206414969,444303130,155115203,19557364,11113230,189994,18645184,143818463,1518901,382804351,266953,10057975,20918681,23518541,219980,8259013,3433973,11111066,2895716,5814699,1332981,4460668,3739158,74312,4544882,1374374,1798918,2710279,7252823,72591353,951616,5137233,1380544,4069412,2614402,223158993,2283226,65140,5492919,679171,4619,55384141,29502836,64549994,982752,32157,61115584,36104942,480007,11990519,15250610,7331029,115707782,4923,1862732,12145560,7086050,334252366,3748571,8778943,726329,9610340,88257850,170690206,117,57925345,28151144,7607854,16827486,185945688,26106436,7892,64297,122977,73418,453618,69338,253684,67917191,2929814,8534688,223083,7140820,14727569,66642,5754313,2996643,625956,9171530,38624095,129647782,3204668,105627858,40116590,18826384,505699,25732801,16932765,5039521,67340444,18871161,39058802,142635014,2013455,3399496,5374,202861,1580898,13244753,152543341,13040514,73907,26783,26370504,31668577,24922054,151248820,673645633,8837918,75572704,366638,37860994,265943374,18058,1257522,12785335,12222754
3/11/23,16610986,3068755,15267442,156997,24675005,24604,136512,115102468,2153341,174463,63681652,20445760,13857111,366211,3476633,355356297,381663,19287182,29627843,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,485967890,41453,1291282,4609522,6379014,35525,46472001,4278466,96956502,859940,151394,2557035,6398302,62688847,3491077000,90288296,835021,833210,40854,12887812,25263932,5360708,43714809,256029,1798610,18620137,13813175,15060973,388366,67647,16249340,39529924,107183699,11289175,488738,2110323,836488,53739417,103894,4407,1553505,13204294,154364362,502823,572672,1444492,2930677,192152454,22468507,132810,22113592,79738,90643,20259884,178525,10800656,593858,960133,577119,17214340,20719196,16701238,805469,2206422153,444303130,155117588,19557364,11113330,189994,18645321,143819087,1519010,382867460,266953,10057975,20918681,23527853,219980,8259034,3434438,11111066,2895716,5814699,1333626,4460668,3739158,74312,4544905,1374379,1798990,2712149,7265175,72591929,951619,5158799,1380561,4069412,2614416,223158993,2283361,65140,5492919,679171,4619,55384230,29502836,64549994,982903,32157,61121254,36104942,480025,11990827,15253327,7333347,115817817,4923,1862732,12145560,7086050,334314674,3748571,8779932,726615,9611368,88277533,170690206,117,57925802,28151967,7607902,16827486,185991783,26106436,7892,64297,122977,73419,453620,69338,254036,67935197,2929851,8534688,223165,7168370,14727569,66651,5754313,2996643,625956,9177611,38626277,129647782,3206414,105633878,40116590,18952818,505699,25739741,16932860,5040819,67364390,18871161,39117675,142635014,2013505,3399516,5374,202870,1580898,13244803,152543341,13040514,73907,26783,26372422,31668577,24922054,151248820,673675506,8838116,75581604,366638,37860994,265947424,18058,1257613,12787111,12222754
3/12/23,16248588,3069049,15267442,156999,24693066,24604,136512,115103210,2153341,174467,63681652,20446314,13857111,366220,3476633,355401387,381664,19287182,29627845,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486071343,41453,1291303,4609608,6408229,35557,46500962,4278883,96956502,859940,151406,2564379,6398392,62688847,3491077000,90291821,835021,833210,40854,12891433,25263932,5360723,43715053,256029,1798610,18620243,13861606,15061008,388484,67647,16250386,39531700,107310552,11289175,488738,2110337,838733,53744041,103894,4407,1553642,13204584,154364489,502830,572672,1444492,2930677,192153053,22384226,132810,22113945,79738,90644,20262105,178525,10640800,594308,960133,578411,17217767,20719689,16701238,805469,2206427310,444303130,155119973,19557364,11113393,189994,18645343,143819133,1519119,382877921,266953,10057975,20918681,23537165,219980,8259024,3434885,11111066,2895716,5814699,1334001,4460668,3739158,74312,4544927,1374392,1799062,2709095,7278953,72592324,951622,5180365,1380577,4069412,2614430,223158993,2283496,65140,5492919,679171,4619,55384309,29502836,64549994,983378,32157,61126924,36104942,480045,11990978,15255948,7339299,115927852,4923,1862732,12145560,7086050,334507258,3748571,8781115,726840,9612312,88285535,170690206,117,57925885,28152777,7607945,16827486,186124620,26106436,7892,64297,122977,73420,453622,69338,254388,67953203,2929883,8534688,223247,7205942,14727569,66660,5754313,2996643,625956,9183692,38609441,129647782,3204237,105639898,40116590,19099354,505699,25756027,16933107,5042117,67376758,18871161,39392419,142635014,2013555,3399536,5374,202879,1580898,13244856,152543341,13040514,73907,26783,26374340,31668577,24922054,151248820,673691159,8837928,75588850,366638,37860994,265951474,18058,1257704,12788887,12222754
3/13/23,16283286,3069343,15267442,157001,24707437,24604,136512,115112092,2153341,174460,63681652,20446859,13857111,366229,3476633,355462111,381665,19287182,29628005,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,485995326,41453,1291323,4609634,6437444,35589,46529923,4281000,96956502,859940,151418,2571723,6398482,62688847,3491077000,90296220,835021,833210,40854,12895776,25263932,5360751,43723301,256029,1798610,18620369,13910037,15061043,388612,67647,16251432,39533838,107437405,11289175,488738,2110381,839300,53748665,103894,4407,1554242,13204858,154366469,502837,572672,1444492,2930677,192155063,22384226,132810,22113917,79738,90645,20264339,178525,10641810,594409,960133,579703,17221194,20721192,16701238,805469,2206429324,444303130,155122358,19557364,11113426,189994,18645463,143820353,1519229,382903705,266953,10057975,20918681,23546477,219980,8259042,3435280,11111066,2895716,5814699,1334648,4460668,3739158,74312,4544903,1374387,1799134,2711390,7292731,72592922,951625,5201931,1380592,4069412,2614444,223158993,2283631,65140,5492919,679171,4619,55384388,29502836,64549994,983557,32157,61132594,36104942,480100,11991451,15258474,7339299,116037887,4923,1862732,12145560,7086050,334562759,3748571,8782493,725729,9613172,88307892,170690206,117,57927163,28153574,7607991,16827486,186168087,26106436,7892,64297,122977,73421,453624,69338,254740,67971209,2929915,8534688,223329,7233927,14727569,66669,5754313,2996643,625956,9189773,38612045,129647782,3205729,105645918,40116590,19245890,505699,25763530,16933090,5043415,67395713,18871161,39392419,142635014,2013605,3399556,5374,202888,1580898,13244911,152543341,13040514,73907,26783,26376258,31668577,24922054,151248820,673752611,8838211,75596096,366638,37860994,265955524,18058,1257795,12790663,12222754
3/14/23,16250654,3069637,15267442,157003,24721919,24604,136512,115121774,2153341,174466,63681652,20447395,13857111,366238,3476633,355538468,381666,19287182,29628183,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486174541,41453,1291342,4609714,6466659,35621,46558884,4284908,96956502,859940,151431,2579067,6398572,62688847,3491077000,90301492,835021,833210,40854,12900840,25263932,5360780,43733266,256029,1798610,18620517,13958468,15061078,388737,67647,16253283,39536338,107564258,11289175,488738,2110442,839839,53753289,103894,4407,1554378,13205116,154369482,502844,572672,1444492,2930677,192158808,22384226,132810,22114387,79738,90646,20266586,178525,10642691,594496,960133,580995,17224621,20722339,16701238,805469,2206436933,444303130,155124743,19557364,11113535,189994,18645656,143821931,1519339,382932844,266953,10057975,20918681,23555789,219980,8259065,3435172,11111066,2895716,5814699,1335308,4460668,3739158,74312,4544934,1374405,1799206,2714335,7306509,72593543,951628,5223497,1380583,4069412,2614458,223158993,2283766,65140,5492919,679171,4619,55384239,29502836,64549994,983749,32157,61138264,36104942,480121,11991935,15260905,7339299,116147922,4923,1862732,12145560,7086050,334611453,3748571,8784065,725936,9613948,88329785,170690206,117,57928449,28154358,7608035,16827486,186208927,26106436,7892,64297,122977,73422,453626,69338,255092,67989215,2929947,8534688,223411,7261892,14727569,66678,5754313,2996643,625956,9195854,38615071,129647782,3207144,105651938,40116590,19392426,505699,25771171,16933336,5044713,67414466,18871161,39392419,142635014,2013655,3399576,5374,202897,1580898,13244969,152543341,13040514,73907,26783,26378176,31668577,24922054,151248820,673812827,8838475,75603342,366638,37860994,265959574,18058,1257886,12792439,12222754
3/15/23,16280390,3069931,15267442,157005,24736512,24604,136512,115131882,2153341,174470,63681652,20447922,13857111,366247,3476633,355630459,381667,19287182,29628356,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486307140,41453,1291359,4609810,6495874,35653,46587845,4290606,96956502,859940,151444,2586411,6398662,62688847,3491077000,90307637,835021,833210,40854,12906626,25263932,5360811,43740702,256029,1798610,18620722,14006899,15061113,388859,67647,16254483,39539200,107691111,11289175,488738,2110487,840351,53757913,103894,4407,1554492,13205025,154371660,502851,572672,1444492,2930677,192162738,22384226,132810,22114648,79738,90647,20268846,178525,10643442,594570,960133,582287,17228048,20723563,16701238,805469,2206445180,444303130,155127128,19557364,11113664,189994,18645767,143823463,1519454,382957786,266953,10057975,20918681,23565101,219980,8259082,3436235,11111066,2895716,5814699,1335982,4460668,3739158,74312,4544958,1374430,1799278,2717929,7320287,72594193,951631,5245063,1380596,4069412,2614472,223158993,2283901,65140,5492919,679171,4619,55384345,29502836,64549994,983953,32157,61143934,36104942,480142,11992456,15263240,7339299,116257957,4923,1862732,12145560,7086050,334653340,3748571,8785831,726185,9614640,88352832,170690206,117,57929508,28155129,7608077,16827486,186247139,26106436,7892,64297,122977,73423,453628,69338,255444,68007221,2929979,8534688,223493,7289838,14727569,66687,5754313,2996643,625956,9201935,38618519,129647782,3208483,105657958,40116590,19538962,505699,25778949,16933682,5046011,67432979,18871161,39392419,142635014,2013705,3399596,5374,202906,1580898,13245027,152543341,13040514,73907,26783,26380094,31668577,24922054,151248820,673876699,8838692,75610588,366638,37860994,265963624,18058,1257977,12792112,12222754
3/16/23,16310774,3070225,15267442,157007,24751216,24604,136512,115142198,2153341,174474,63681652,20448440,13857111,366256,3476633,355738083,381668,19287182,29628580,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486240117,41453,1291375,4609890,6525089,35685,46616806,4298094,96956502,859940,151457,2593755,6398752,62688847,3491077000,90314655,835021,833210,40854,12913134,25263932,5360843,43769171,256029,1798610,18620900,14055330,15061148,388977,67647,16255520,39542424,107817964,11289175,488738,2110525,840835,53762537,103894,4407,1554584,13205274,154374375,502858,572672,1444492,2930677,192167079,22384226,132810,22115078,79738,90648,20271119,178525,10644064,594631,960133,583579,17231475,20724815,16701238,805469,2206454439,444303130,155129513,19557364,11113733,189994,18645952,143825029,1519571,382979680,266953,10057975,20918681,23574413,219980,8259099,3437152,11111066,2895716,5814699,1336669,4460668,3739158,74312,4545005,1374453,1799351,2722172,7334065,72594995,951634,5266629,1380608,4069412,2614486,223158993,2284036,65140,5492919,679171,4619,55384478,29502836,64549994,984170,32157,61149604,36104942,480163,11993055,15265480,7339299,116367992,4923,1862732,12145560,7086050,334688419,3748571,8787791,726476,9615249,88374813,170690206,117,57930669,28155888,7608117,16827486,186282723,26106436,7892,64297,122977,73424,453630,69338,255796,68025227,2930011,8534688,223575,7317764,14727569,66696,5754313,2996643,625956,9208016,38622389,129647782,3209746,105663978,40116590,19685498,505699,25786865,16933884,5047309,67452329,18871161,39392419,142635014,2013755,3399616,5374,202915,1580898,13245085,152543341,13040514,73907,26783,26382012,31668577,24922054,151248820,673938204,8839011,75617834,366638,37860994,265967674,18058,1258068,12792112,12222754
3/17/23,16341807,3070519,15267442,157009,24766030,24604,136512,115154102,2153341,174477,63681652,20448756,13857111,366265,3476633,355861341,381669,19287182,29628872,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486353385,41453,1291390,4609962,6554304,35717,46695609,4307373,96956502,859940,151470,2601099,6398842,62688847,3491077000,90322547,835021,833210,40854,12920364,25263932,5360877,43777279,256029,1798610,18621115,14103761,15061182,389092,67647,16256526,39553614,107944817,11289175,488738,2110573,841292,53767161,103894,4407,1554654,13205530,154377852,502865,572672,1444492,2930677,192170126,22384226,132810,22115442,79738,90686,20273678,178525,10644557,594678,960133,584871,17234902,20726149,16701238,805469,2206462789,444303130,155131898,19557364,11113813,189994,18645981,143826251,1519694,383029281,266953,10057975,20918681,23583725,219980,8259116,3437647,11111066,2895716,5814699,1337370,4460668,3739158,74312,4545068,1374475,1799425,2727065,7347843,72596074,951637,5288195,1380620,4069412,2614500,223158993,2284171,65140,5492919,679171,4619,55384638,29502836,64549994,984400,32157,61155274,36104942,480184,11993591,15267624,7339299,116478027,4923,1862732,12145560,7086050,334716691,3748571,8789945,726809,9615774,88401765,170690206,117,57932815,28156363,7608156,16827486,186315679,26106436,7892,64297,122977,73425,453632,69338,256148,68043233,2930043,8534688,223657,7345670,14727569,66705,5754313,2996643,625956,9214097,38626681,129647782,3210933,105669998,40116590,19832034,505699,25794919,16934176,5048607,67471063,18871161,39392419,142635014,2013805,3399636,5374,202924,1580898,13245143,152543341,13040514,73907,26783,26383930,31668577,24922054,151248820,674004866,8839341,75625080,366638,37860994,265971724,18058,1258159,12792112,12222754
3/18/23,16373488,3070813,15267442,157011,24780955,24604,136512,115156723,2153341,174488,63681652,20449257,13857111,366274,3476633,355973005,381670,19287182,29628953,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486361889,41453,1291405,4610000,6583519,35749,46721569,4318443,96956502,859940,151483,2608443,6398932,62688847,3491077000,90330439,835021,833210,40854,12927594,25263932,5360912,43777927,256029,1798610,18621120,14152192,15061215,389204,67647,16257500,39556796,108071670,11289175,488738,2110583,841721,53771785,103894,4407,1554702,13205793,154379196,502872,572672,1444492,2930677,192171303,22384226,132810,22115488,79738,90686,20276066,178525,10644920,594712,960133,586163,17238329,20727437,16701238,805469,2206469657,444303130,155134283,19557364,11113848,189994,18646097,143826775,1519824,383084297,266953,10057975,20918681,23593037,219980,8259134,3438140,11111066,2895716,5814699,1338084,4460668,3739158,74312,4545096,1374489,1799500,2732607,7361621,72596937,951640,5309761,1380631,4069412,2614514,223158993,2284306,65140,5492919,679171,4619,55384825,29502836,64549994,984642,32157,61160944,36104942,480205,11993860,15269768,7339299,116588062,4923,1862732,12145560,7086050,334738156,3748571,8792099,727185,9616299,88425148,170690206,117,57933232,28157092,7608193,16827486,186346007,26106436,7892,64297,122977,73426,453634,69338,256500,68061239,2930075,8534688,223739,7373556,14727569,66714,5754313,2996643,625956,9220178,38631394,129647782,3212043,105676018,40116590,19978570,505699,25803111,16934290,5049905,67489120,18871161,39392419,142635014,2013855,3399656,5374,202933,1580898,13245201,152543341,13040514,73907,26783,26385848,31668577,24922054,151248820,674031936,8839344,75632326,366638,37860994,265975774,18058,1258250,12792112,12222754
3/19/23,16474895,3070468,15267442,157013,24798317,24604,136512,115157437,2153341,174493,63681652,20449750,13857111,366283,3476633,356084669,381671,19287182,29628954,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486362655,41453,1291420,4610067,6674010,35772,46744527,4331303,96956502,859940,151496,2615787,6393769,62688847,3491077000,90338331,835021,833210,40854,12934824,25263932,5360979,43778141,256029,1798610,18621258,14196698,15061247,389246,67647,16258443,39559574,108156977,11289175,488738,2110586,841545,53776409,103894,4407,1554728,13206063,154379313,502879,572672,1444492,2930677,192171767,22384226,132810,22115497,79738,90686,20278556,178525,10642438,594450,960133,587455,17241756,20727838,16701238,805469,2206477662,444303130,155136668,19557364,11113914,189994,18646172,143826832,1519960,383093670,266953,10057975,20918681,23602349,219980,8259149,3438011,11111066,2895716,5814699,1339097,4460668,3739158,74312,4545125,1374502,1799576,2752435,7405348,72597177,951643,5369445,1380641,4068530,2614528,223158993,2284353,65140,5492919,679171,4619,55385580,29502836,64549994,985164,32157,61166614,36104942,480226,11993971,15271912,7339299,116606863,4923,1862732,12145560,7086050,334609866,3748571,8794253,727603,9616824,88442060,170690206,117,57933513,28157804,7608190,16827486,186318525,26106436,7892,64297,122977,73427,453636,69338,256852,68079245,2930107,8534688,224020,7401004,14727569,66723,5754313,2996643,625956,9226259,38645389,129647782,3213077,105682038,40116590,20125106,505699,25814335,16934291,5051203,67498413,18871161,39392419,142635014,2013905,3399716,5374,202942,1580898,13245259,152543341,13040514,73907,26783,26387766,31668577,24922054,151248820,674046252,8839562,75639572,366638,37860994,265979824,18058,1258021,12792112,12222754
3/20/23,16507612,3070757,15267442,157015,24812624,24604,136512,115167892,2153341,174494,63681652,20450235,13857111,366292,3476633,356196333,381672,19287182,29629143,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486418672,41453,1291435,4610080,6674010,35805,46764484,4344163,96956502,859940,151509,2623131,6415786,62688847,3491077000,90346223,835021,833210,40854,12942054,25263932,5361013,43790538,256029,1798610,18621298,14252371,15061278,389348,67647,16258622,39561947,108313641,11289175,488738,2110629,841924,53781033,103894,4407,1554273,13206339,154381291,502886,572672,1444492,2930677,192173581,22384226,132810,22115771,79738,90686,20281148,178525,10642667,594467,960133,588747,17245183,20729119,16701238,805469,2206479622,444303130,155139053,19557364,11113944,189994,18646317,143827898,1520103,383119930,266953,10057975,20918681,23611661,219980,8259170,3438236,11111066,2895716,5814699,1339097,4460668,3739158,74312,4545114,1374478,1799653,2758452,7418080,72597609,951645,5390599,1380651,4068530,2614542,223158993,2284481,65140,5492919,679171,4619,55385801,29502836,64549994,985414,32157,61172284,36104942,480246,11994341,15274056,7339299,116606863,4923,1862732,12145560,7086050,334623919,3748571,8796407,728951,9617349,88463370,170690206,117,57935715,28158499,7608224,16827486,186350184,26106436,7892,64297,122977,73428,453638,69338,257204,68097251,2930139,8534688,224094,7427895,14727569,66732,5754313,2996643,625956,9232340,38650467,129647782,3214111,105688058,40116590,20271642,505699,25822719,16934430,5052501,67515458,18871161,39392419,142635014,2013410,3399757,5374,202951,1580898,13245317,152543341,13040514,73907,26783,26389684,31668577,24922054,151248820,674106474,8839570,75646818,366638,37860994,265983874,18058,1258253,12792112,12222754
3/21/23,16482384,3071041,15267442,157017,24826202,24604,136512,115178855,2153341,174499,63681652,20450713,13857111,366301,3476633,356307997,381673,19287182,29629310,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486412239,41453,1291450,4610148,6674010,35839,46781439,4357023,96956502,859940,151522,2630475,6459731,62688847,3491077000,90354115,835021,833210,40854,12949284,25263932,5361045,43796871,256029,1798610,18621406,14315286,15061308,389443,67647,16259543,39563916,108500115,11289175,488738,2110666,842280,53785657,103894,4407,1554279,13206622,154384080,502893,572672,1444492,2930677,192177566,22384226,132810,22116265,79738,90686,20283842,178525,10642891,594481,960133,590039,17248610,20730334,16701238,805469,2206487387,444303130,155141438,19557364,11114050,189994,18646483,143829259,1520252,383123377,266953,10057975,20918681,23620973,219980,8259228,3438517,11111066,2895716,5814699,1339097,4460668,3739158,74312,4545135,1374484,1799731,2764294,7429767,72598118,951648,5411342,1380645,4068530,2614556,223158993,2284603,65140,5492919,679171,4619,55386030,29502836,64549994,985658,32157,61174872,36104942,480266,11994825,15276200,7339299,116606863,4923,1862732,12145560,7086050,334637366,3748571,8798561,729386,9617874,88486312,170690206,117,57937075,28159178,7608256,16827486,186385802,26106436,7892,64297,122977,73429,453640,69338,257556,68115257,2930171,8534688,224160,7453812,14727569,66741,5754313,2996643,625956,9238421,38655487,129647782,3215145,105694078,40116590,20418178,505699,25831157,16934602,5053799,67529275,18871161,39392419,142635014,2013467,3399818,5374,202960,1580898,13245437,152543341,13040514,73907,26783,26391602,31668577,24922054,151248820,674166233,8839788,75654064,366638,37860994,265987924,18058,1258626,12792112,12222754
3/22/23,16509542,3071319,15267442,157019,24839050,24604,136512,115190832,2153341,174508,63681652,20451183,13857111,366310,3476633,356419661,381674,19287182,29629476,502307,4232541,132042,2011426,14690530,35845,1924950,3171667,486436436,41453,1291465,4610221,6674010,35873,46795392,4369883,96956502,859940,151535,2637819,6525604,62688847,3491077000,90362007,835021,833210,40854,12956514,25263932,5361074,43809007,256029,1798610,18621547,14385443,15061336,389531,67647,16260451,39565480,108716400,11289175,488738,2110711,842614,53790281,103894,4407,1554286,13207055,154386034,502900,572672,1444492,2930677,192180777,22384226,132810,22116547,79738,90686,20286638,178525,10643110,594493,960133,591331,17252037,20731260,16701238,805469,2206494924,444303130,155143823,19557364,11114153,189994,18646603,143830566,1520542,383144481,266953,10057975,20918681,23630285,219980,8259250,3439318,11111066,2895716,5814699,1339097,4460668,3739158,74312,4545162,1374503,1799810,2769961,7440408,72598708,951650,5431673,1380654,4068530,2614570,223158993,2284719,65140,5492919,679171,4619,55386239,29502836,64549994,985897,32157,61182147,36104942,480285,11995305,15278344,7339299,116606863,4923,1862732,12145560,7086050,334650208,3748571,8800715,729796,9618399,88509171,170690206,117,57941840,28159840,7608287,16827486,186425379,26106436,7892,64297,122977,73430,453642,69338,257908,68133263,2930203,8534688,224218,7478754,14727569,66750,5754313,2996643,625956,9244502,38660449,129647782,3216179,105700098,40116590,20564714,505699,25839650,16934902,5055097,67544747,18871161,39392419,142635014,2013531,3399899,5374,202969,1580898,13245506,152543341,13040514,73907,26783,26393520,31668577,24922054,151248820,674225438,8840052,75661310,366638,37860994,265991974,18058,1259140,12792112,12222754
